fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality_value,quality
11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6,Medium
7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2,6,Medium
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,Medium
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,Medium
11.6,0.44,0.64,2.1,0.059,5,15,0.998,3.21,0.67,10.2,6,Medium
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6,Medium
7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4,6,Medium
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6,Medium
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,Medium
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6,Medium
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,Medium
8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,Medium
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6,Medium
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,Medium
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,Medium
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,Medium
7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,6,Medium
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,Medium
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,Medium
12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6,Medium
7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,6,Medium
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,Medium
7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,6,Medium
7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,Medium
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,Medium
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,Medium
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,Medium
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,Medium
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,Medium
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,Medium
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,Medium
7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,Medium
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,Medium
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,Medium
11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,Medium
12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,Medium
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6,Medium
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,Medium
6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,Medium
13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,Medium
7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6,Medium
11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6,Medium
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,Medium
10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,Medium
10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,Medium
7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,Medium
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,Medium
7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6,Medium
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,Medium
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6,Medium
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,Medium
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,Medium
10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6,Medium
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,Medium
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,Medium
13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,Medium
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,Medium
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,Medium
8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,Medium
8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,Medium
12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6,Medium
12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,Medium
10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6,Medium
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,Medium
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,Medium
11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,Medium
13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,Medium
9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,Medium
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,Medium
10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,6,Medium
9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,Medium
6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,6,Medium
6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,Medium
12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6,Medium
8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,Medium
10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6,Medium
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,Medium
9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,Medium
14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6,Medium
11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6,Medium
11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6,Medium
8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,Medium
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,Medium
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,Medium
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,Medium
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,Medium
7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6,Medium
7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,Medium
8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,Medium
7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,Medium
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,Medium
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,Medium
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,Medium
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,Medium
12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,Medium
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,Medium
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,Medium
9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,Medium
10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,Medium
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,Medium
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,Medium
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,Medium
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,Medium
9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,Medium
12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,Medium
11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,Medium
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,Medium
8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,Medium
11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,Medium
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,Medium
11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,Medium
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,Medium
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,Medium
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,Medium
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,Medium
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,Medium
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,Medium
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,Medium
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,Medium
10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,Medium
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,Medium
11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,Medium
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,Medium
12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,Medium
10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,Medium
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,Medium
9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,Medium
10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,Medium
10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,Medium
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,Medium
9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,Medium
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,Medium
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,Medium
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,Medium
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,Medium
7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,Medium
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,Medium
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,Medium
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,Medium
10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,Medium
12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,Medium
10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,Medium
9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,Medium
7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,Medium
8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,Medium
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,Medium
10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,Medium
10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,Medium
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,Medium
8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,Medium
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,Medium
11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6,Medium
14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,Medium
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,Medium
10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,Medium
12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,Medium
9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,Medium
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,Medium
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,Medium
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,Medium
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,Medium
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,Medium
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,Medium
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,Medium
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,Medium
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,Medium
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,Medium
9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,Medium
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,Medium
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6,Medium
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,Medium
10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6,Medium
12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,Medium
10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,Medium
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,Medium
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,Medium
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,Medium
11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6,Medium
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,Medium
12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6,Medium
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,Medium
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,Medium
8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,Medium
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,Medium
8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,Medium
10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6,Medium
6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,Medium
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,Medium
9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,Medium
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6,Medium
7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6,Medium
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,Medium
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,Medium
7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6,Medium
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,Medium
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,Medium
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6,Medium
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,Medium
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,Medium
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,Medium
10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6,Medium
8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,Medium
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,Medium
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,Medium
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,Medium
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,Medium
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6,Medium
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,Medium
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,Medium
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,Medium
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6,Medium
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6,Medium
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,Medium
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,Medium
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6,Medium
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,Medium
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6,Medium
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,Medium
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6,Medium
8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6,Medium
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6,Medium
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,Medium
8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6,Medium
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,Medium
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,Medium
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6,Medium
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6,Medium
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6,Medium
8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,Medium
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,Medium
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6,Medium
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,Medium
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,Medium
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,Medium
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6,Medium
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,Medium
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,Medium
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,Medium
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,Medium
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,Medium
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6,Medium
7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,Medium
10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6,Medium
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,Medium
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,Medium
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,6,Medium
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,Medium
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,6,Medium
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6,Medium
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,Medium
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6,Medium
7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7,Good
7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,7,Good
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7,Good
8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,7,Good
7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7,Good
8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,7,Good
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,Good
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,Good
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,Good
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,Good
11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,Good
5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,Good
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,Good
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,Good
10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7,Good
11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7,Good
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,Good
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,Good
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,Good
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,Good
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,Good
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,Good
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,Good
11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,Good
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,Good
11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,Good
12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,Good
6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7,Good
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7,Good
11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,Good
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,Good
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,Good
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,Good
11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7,Good
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,Good
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,Good
12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,Good
12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,Good
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,Good
9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,Good
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,Good
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,Good
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,Good
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,Good
15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,Good
10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,Good
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,Good
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,Good
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,Good
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,Good
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,Good
8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,Good
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,Good
